User_ID,Age,Gender,Social_Media_Hours,Exercise_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,Wearable_Stress_Score,Support_System,Academic_Performance, Social_Media_Hours,Parental_Pressure,Peer_Pressure,Mood_Rating,Self_Esteem_Score,Relationship_Issues,Time_Management,Home_Environment,Sleep_Quality,Financial_Stress,Diet_Quality,Anxiety_Symptoms
1072,13,M,0.777124184,3,7,11,1,0.534739095,Moderate,Average,1,0,2,1,4.01,1,2,1,0,0,0,0
1073,13,F,5.323602349,2,6,7,3,0.065208439,High,Good,5,2,1,5,4.04,1,0,0,0,1,0,0
1074,15,M,3.033642822,0,8,12,3,0.25940629,Low,Good,3,0,2,3,1.24,1,2,2,1,1,1,2
1075,18,F,3.928390765,0,9,7,3,0.461772836,Low,Poor,4,1,0,5,1.08,0,1,1,0,0,2,2
1076,15,F,1.79651218,0,6,3,1,0.103449239,Low,Excellent,2,2,0,4,4.9,0,2,1,2,1,1,1
1077,18,M,5.78072102,2,5,7,3,0.571081193,Low,Poor,6,2,2,5,1.77,0,1,2,1,1,1,1
1078,13,F,9.579793532,2,8,4,4,0.120568162,Low,Poor,10,0,0,5,4.29,1,2,1,1,0,2,0
1079,17,M,5.030726003,3,8,8,4,0.200508185,High,Average,5,1,2,4,3.25,1,0,0,0,0,1,0
1080,18,M,0.829145814,1,9,9,5,0.893983661,Moderate,Excellent,1,0,0,2,2.06,0,1,0,1,0,2,2
1081,16,F,6.200013335,1,4,7,5,0.999812388,High,Average,6,2,1,5,1.52,0,2,0,2,1,2,0
1082,16,M,3.402229945,2,9,3,4,0.550253344,Low,Average,3,0,2,1,2.99,1,0,0,1,1,1,0
1083,14,M,8.559251896,2,7,7,1,0.61964861,High,Excellent,9,0,1,5,2.63,1,2,1,0,1,0,0
1084,18,M,4.346781483,3,8,3,5,0.797431147,High,Poor,4,1,1,1,3.8,1,0,0,1,1,2,1
1085,17,M,1.928396089,2,5,9,3,0.696139496,High,Poor,2,1,2,4,4.62,0,2,1,0,1,0,2
1086,15,M,1.911056227,1,7,10,4,0.182466545,Low,Average,2,2,1,5,4.22,1,1,2,0,1,0,1
1087,13,M,7.687641807,2,5,12,2,0.411671525,Low,Excellent,8,0,2,4,2.1,1,1,0,2,0,2,0
1088,14,F,2.655875983,3,6,3,1,0.535116519,Low,Poor,3,0,1,4,4.52,1,1,2,1,0,0,0
1089,16,M,7.672333942,1,7,7,1,0.359711992,High,Good,8,0,2,2,4.33,0,1,0,2,1,1,1
1090,15,F,2.058873108,1,9,8,4,0.17610617,High,Poor,2,2,2,5,4.72,0,1,2,2,0,1,1
1091,15,F,3.216863687,1,8,11,2,0.736113344,Moderate,Excellent,3,2,0,1,2.83,0,2,2,1,0,0,2
1092,13,M,4.654869724,0,8,8,1,0.198846405,Moderate,Excellent,5,1,2,1,4.07,1,2,2,2,0,1,0
1093,18,F,9.431958497,2,7,3,5,0.260485929,Low,Excellent,9,1,2,5,3.37,1,2,2,2,1,2,0
1094,16,F,9.317314248,0,7,6,2,0.286519615,Moderate,Average,9,1,1,2,2.24,1,2,2,0,0,2,1
1095,17,M,2.068718754,1,10,9,3,0.16177923,Low,Poor,2,0,2,2,4.98,1,1,1,2,0,0,2
1096,15,M,3.582190412,1,7,9,5,0.849551623,Low,Good,4,0,0,2,1.15,0,0,1,1,1,1,2
1097,13,M,1.493993885,2,6,11,2,0.610616319,High,Average,1,1,1,1,1.65,1,1,0,0,1,0,0
1098,17,F,5.099850793,1,5,4,4,0.83474813,Moderate,Poor,5,0,1,4,4.57,1,2,1,2,1,1,0
1099,18,F,4.605825507,2,8,12,1,0.493729314,Low,Excellent,5,1,0,2,1.24,0,1,2,2,0,2,1
1100,16,M,9.007601625,0,7,3,5,0.51956304,Low,Poor,9,2,1,1,4.55,1,1,1,1,0,1,0
1101,18,M,9.300053778,0,4,12,4,0.61614463,Moderate,Excellent,9,1,1,1,3.86,1,1,1,2,0,1,1
1102,15,F,3.83567391,1,9,11,2,0.370919544,Moderate,Excellent,4,2,1,4,1.15,1,0,2,1,1,0,0
1103,17,F,4.91737943,1,8,9,3,0.496584095,Moderate,Poor,5,0,1,5,2.72,0,1,1,2,1,2,0
1104,17,F,8.962362491,1,8,9,1,0.546915129,Moderate,Poor,9,1,0,5,4.02,1,1,2,2,1,1,0
1105,17,F,8.067078077,0,4,3,1,0.953542436,Moderate,Good,8,0,0,2,3.33,0,0,1,1,0,2,2
1106,15,M,0.036563113,3,6,2,5,0.882908132,Moderate,Poor,0,2,1,2,4.74,1,1,2,0,0,1,0
1107,15,F,3.200595642,2,10,3,4,0.129245847,Moderate,Poor,3,2,1,4,4.47,0,1,0,1,0,2,0
1108,18,F,4.217742419,0,9,3,2,0.041282467,Low,Average,4,2,0,2,2.33,0,1,1,0,1,1,2
1109,14,F,2.297162837,0,6,7,2,0.680333952,High,Excellent,2,0,0,4,1.34,0,1,0,0,1,2,2
1110,18,F,1.995716159,3,5,4,4,0.049198667,Low,Excellent,2,0,0,1,4.78,1,1,2,1,0,1,0
1111,16,M,0.377845066,2,7,11,1,0.060351065,Low,Good,0,0,1,2,3.07,1,2,2,1,0,2,2
1112,13,M,6.433697251,1,6,6,4,0.159263397,High,Average,6,0,1,1,1.3,0,1,0,2,0,1,2
1113,17,F,2.625102905,2,8,9,2,0.351707091,High,Good,3,2,2,3,4.27,0,0,2,2,1,1,2
1114,14,F,0.523471784,2,10,9,4,0.434996112,High,Poor,1,2,0,4,4.47,1,1,2,0,0,2,2
1115,13,M,2.309793105,2,6,5,1,0.519378035,Moderate,Good,2,1,1,3,3.56,0,2,2,2,1,0,1
1116,14,M,8.019139528,1,4,4,5,0.992288193,Moderate,Excellent,8,1,0,2,2.79,1,0,2,1,0,1,0
1117,18,F,8.514891816,1,9,5,1,0.385232755,Moderate,Average,9,0,1,1,3.65,1,0,2,0,0,1,1
1118,15,F,4.830662452,0,4,10,3,0.242753097,Low,Poor,5,2,0,2,3.83,0,1,2,2,0,0,0
1119,17,M,4.160706704,3,10,8,3,0.575252409,High,Average,4,2,1,3,4.57,0,2,2,2,0,1,2
1120,18,M,9.778536935,2,8,5,4,0.215150953,High,Average,10,2,2,2,4.82,1,1,2,1,0,2,1
1121,13,M,2.005646596,1,10,10,1,0.940543432,Low,Good,2,1,2,5,3.06,1,2,0,1,0,0,2
1122,13,M,2.153592829,3,5,3,1,0.259254302,Moderate,Poor,2,1,0,3,4.19,1,2,1,2,0,1,2
1123,13,M,2.91867177,3,4,9,2,0.989934136,High,Average,3,2,1,2,4.86,0,1,2,0,0,2,2
1124,13,M,1.727573183,3,7,6,5,0.41866819,Low,Average,2,2,1,1,1.6,1,2,0,0,0,2,0
1125,13,F,3.793655982,3,7,9,1,0.812686007,Moderate,Good,4,2,0,2,1.07,0,1,2,1,0,0,2
1126,14,M,9.10834227,3,6,11,4,0.648280325,Low,Average,9,1,1,1,4.48,0,2,1,1,1,0,0
1127,18,M,6.153478406,1,10,10,2,0.933494174,Moderate,Excellent,6,2,0,5,1.78,1,0,2,1,1,0,0
1128,17,M,4.119465486,3,9,6,2,0.625426953,Low,Excellent,4,2,1,2,1.17,0,1,0,2,0,2,2
1129,15,M,9.344107946,2,8,4,4,0.581217979,Moderate,Poor,9,0,0,5,1.64,0,2,0,2,0,1,0
1130,15,F,0.484642325,1,5,10,4,0.652852445,Low,Poor,0,0,1,3,2.54,0,0,1,1,1,2,1
1131,18,F,2.102761779,0,8,7,1,0.786465532,Low,Good,2,1,0,1,1.88,0,0,2,0,1,2,0
1132,18,M,5.658886051,3,8,3,1,0.898841632,Low,Average,6,2,1,3,2.22,1,0,0,1,1,0,2
1133,15,F,6.155526232,1,7,9,2,0.2668149,Low,Good,6,2,2,1,4.9,1,0,1,1,0,1,2
1134,15,F,0.395575066,3,10,5,2,0.200887092,High,Good,0,0,1,5,3.82,0,1,1,0,0,2,1
1135,14,F,4.030387579,0,5,2,5,0.034349696,High,Excellent,4,1,0,4,3.85,0,2,2,0,0,0,1
1136,16,F,6.491539648,0,6,11,2,0.370079203,High,Average,6,0,2,2,1.38,0,0,0,0,0,0,0
1137,17,F,6.980705464,1,4,7,4,0.846185023,High,Excellent,7,0,1,5,3.93,0,2,2,0,1,1,0
1138,13,F,6.381399025,1,9,5,4,0.069857429,Low,Excellent,6,0,2,1,3.96,0,2,2,2,1,1,1
1139,16,M,3.205632244,2,8,9,5,0.538520076,High,Poor,3,0,1,1,3.64,1,2,2,2,1,0,2
1140,18,M,0.935201236,2,6,11,3,0.694788636,High,Good,1,2,2,1,1.91,1,1,0,1,1,1,2
1141,15,M,4.271124464,0,5,2,3,0.836853033,Low,Excellent,4,2,0,1,2.69,1,1,1,2,0,1,1
1142,16,M,1.287544374,0,4,9,4,0.583430322,High,Poor,1,0,1,2,4.39,1,0,2,1,1,2,1
1143,17,M,9.476236585,1,5,10,3,0.18632001,High,Poor,9,1,1,3,3.68,0,2,2,1,1,1,2
1144,18,F,4.75170866,1,7,4,3,0.964536258,Moderate,Average,5,1,0,4,3.93,0,1,0,0,0,0,2
1145,13,M,3.172591744,2,5,7,5,0.09465151,High,Average,3,1,2,2,3.35,1,1,2,0,0,1,0
1146,13,M,7.663040711,1,6,3,2,0.768999612,Moderate,Excellent,8,1,0,1,2.8,1,1,1,2,0,2,1
1147,17,F,4.979485926,0,9,9,2,0.086559224,High,Poor,5,0,0,2,4.04,1,0,2,2,1,1,1
1148,17,F,3.10034024,1,7,10,3,0.143419108,Low,Poor,3,2,2,5,1.27,0,1,1,2,1,2,1
1149,15,M,8.119677424,0,8,3,1,0.898215594,High,Poor,8,1,0,1,3.69,0,2,2,2,0,1,2
1150,13,F,8.67152151,0,4,10,5,0.753074659,Low,Good,9,0,1,4,4.99,0,1,2,0,0,1,0
1151,18,F,6.730081663,1,6,10,3,0.365508271,High,Poor,7,1,1,1,4.12,1,1,2,0,0,0,2
1152,16,F,0.469644224,3,7,5,1,0.638724357,High,Good,0,1,1,4,2.16,1,0,1,2,0,0,1
1153,18,F,5.663228802,3,5,9,1,0.457247222,Low,Average,6,0,0,4,2.11,0,2,2,1,1,1,1
1154,14,M,7.63294912,2,5,2,5,0.066537761,Low,Excellent,8,2,1,3,3.67,0,1,2,0,0,1,1
1155,14,F,1.365030121,1,9,11,2,0.721127616,Low,Average,1,2,1,3,4.58,0,2,2,0,1,2,1
1156,17,M,2.286707514,1,10,8,4,0.763255724,Low,Excellent,2,0,1,2,3.31,1,2,1,0,0,2,1
1157,15,M,8.824951051,2,4,8,1,0.882341386,Moderate,Poor,9,2,1,2,3.11,0,1,2,0,0,0,2
1158,14,F,0.201217219,2,6,9,4,0.540637347,Moderate,Excellent,0,0,1,4,1.64,0,0,0,2,1,1,0
1159,13,F,7.527271378,3,10,8,4,0.673137951,Low,Excellent,8,0,1,1,3.86,1,2,1,2,0,1,1
1160,18,F,4.737732925,0,4,11,5,0.438050418,Moderate,Average,5,0,0,5,3.81,0,1,0,1,0,2,1
1161,18,M,4.467721588,0,8,8,2,0.318909259,High,Excellent,4,2,1,5,4.87,0,2,2,0,0,1,1
1162,17,F,0.070965325,2,10,11,5,0.411699995,High,Poor,0,0,1,1,2.2,0,2,1,2,1,1,2
1163,16,F,8.19398231,2,10,8,1,0.911752357,High,Good,8,1,2,1,4.03,0,2,1,2,1,1,2
1164,17,F,3.598249006,3,7,4,2,0.164171285,Moderate,Poor,4,2,0,3,2.74,1,1,2,0,0,2,1
1165,16,F,5.407656313,2,5,11,3,0.248499818,Moderate,Excellent,5,2,0,5,3.23,0,2,0,2,0,2,1
1166,17,F,6.773006863,3,5,9,2,0.606190791,High,Average,7,2,0,4,4.27,1,2,1,2,1,2,1
1167,17,M,7.026295764,2,9,9,5,0.116281322,Low,Poor,7,2,0,2,1.89,0,0,1,2,1,1,1
1168,17,F,9.559800588,3,9,12,5,0.891864512,High,Excellent,10,1,1,3,2.37,1,1,1,1,1,2,1
1169,16,F,5.313399532,3,8,3,4,0.047236372,Moderate,Average,5,2,1,5,4.09,0,1,1,2,0,0,2
1170,16,F,3.99719551,3,9,6,3,0.755312293,High,Good,4,2,2,1,3.28,0,2,1,0,0,0,1
1171,17,M,9.537036265,1,8,4,2,0.373728047,High,Average,10,0,2,5,1.37,1,0,2,0,0,2,1
1172,14,F,6.42110235,1,8,8,3,0.051165574,Moderate,Excellent,6,2,0,4,2.72,0,2,1,0,0,2,1
1173,15,M,2.981503563,2,9,10,4,0.842927894,Moderate,Average,3,1,2,3,3.35,0,2,0,2,1,1,2
1174,15,M,1.264642454,1,8,12,3,0.640460235,Moderate,Excellent,1,1,2,1,4.64,1,1,1,1,1,2,1
1175,15,F,8.425545015,3,7,7,3,0.008858709,Moderate,Average,8,1,0,4,1.75,0,0,2,2,1,2,2
1176,16,F,3.621816028,0,5,10,2,0.267532848,High,Average,4,1,0,2,4.22,0,2,2,0,0,0,0
1177,16,F,6.604697214,1,8,11,3,0.352045608,Moderate,Average,7,2,2,3,1.52,0,1,0,1,1,0,2
1178,14,M,4.708164194,2,7,9,4,0.322578149,Low,Excellent,5,2,1,4,1.97,0,2,1,1,0,0,1
1179,15,M,1.989297798,0,6,4,1,0.498342029,Moderate,Average,2,1,2,4,1.97,0,2,0,2,1,0,2
1180,15,M,6.016866086,1,9,8,1,0.526802958,Moderate,Excellent,6,1,2,1,4.51,1,0,0,0,0,2,1
1181,17,M,0.60683069,1,8,12,5,0.396754018,High,Poor,1,2,1,2,1.8,1,0,0,2,0,0,2
1182,16,M,4.133424599,2,10,12,1,0.331770339,Low,Good,4,1,1,4,4.15,0,0,0,0,1,1,2
1183,15,M,5.466149397,0,5,8,2,0.504409328,Low,Poor,5,0,0,3,2.85,0,2,1,1,1,1,0
1184,18,F,4.360469741,3,8,11,5,0.033615405,Low,Good,4,1,0,4,5.0,1,0,2,2,1,2,2
1185,14,F,7.486721753,1,5,4,1,0.64520176,Moderate,Excellent,7,1,2,5,4.36,1,1,2,1,1,1,0
1186,18,M,8.279249545,3,9,4,1,0.605982517,High,Poor,8,0,1,3,3.96,1,2,1,0,1,0,0
1187,18,F,7.71243074,1,5,12,5,0.2792198,High,Good,8,0,0,3,4.48,1,0,0,1,1,0,2
1188,14,F,0.388129478,1,8,3,2,0.179515447,Moderate,Good,0,2,2,4,3.54,1,2,1,1,0,1,2
1189,18,M,1.941287704,0,9,4,5,0.072984973,Low,Poor,2,2,1,1,4.37,1,2,0,1,1,2,2
1190,15,M,5.366075093,0,6,6,2,0.587343751,Low,Poor,5,0,2,3,2.04,0,1,0,2,0,0,0
1191,16,F,9.348220404,2,10,8,2,0.568900273,High,Excellent,9,0,0,5,1.39,0,1,1,0,0,0,1
1192,14,M,8.349567751,0,9,8,4,0.53331809,Moderate,Good,8,2,0,1,3.46,0,1,1,1,0,1,1
1193,17,M,8.425345084,1,6,5,1,0.985618268,Low,Excellent,8,1,1,1,2.74,0,2,0,1,1,2,0
1194,18,F,3.032081938,2,4,11,1,0.531544111,Moderate,Excellent,3,0,2,1,2.71,0,2,0,1,1,2,0
1195,14,M,4.294478971,1,6,11,3,0.72179073,High,Average,4,2,1,3,3.11,1,1,0,1,1,1,2
1196,13,F,4.707059473,1,6,6,5,0.112918272,Moderate,Excellent,5,1,0,1,2.45,1,2,0,0,1,0,2
1197,13,F,1.573715833,2,9,6,4,0.298970789,Moderate,Good,2,0,0,4,3.5,1,1,1,0,1,1,1
1198,16,F,0.310681302,3,10,9,1,0.275446615,Moderate,Average,0,1,2,1,1.12,1,1,2,2,1,1,1
1199,15,F,9.469028995,0,4,9,3,0.575975506,Moderate,Excellent,9,2,2,5,4.88,1,0,2,0,0,1,1
1200,16,F,2.407125857,0,7,6,4,0.330813228,Low,Excellent,2,0,2,2,4.7,1,1,0,0,0,0,2
1201,16,M,2.399489037,3,7,6,2,0.641066427,High,Good,2,1,1,5,4.74,0,0,2,1,0,0,2
1202,16,M,0.833790538,0,5,5,1,0.690089739,Low,Average,1,0,2,3,2.46,0,1,2,2,0,1,0
1203,16,M,9.285077519,3,6,4,5,0.033689837,Low,Poor,9,1,2,1,3.13,1,2,2,2,0,2,2
1204,17,M,5.797371149,0,6,7,4,0.639757712,Low,Poor,6,2,0,1,4.82,0,0,2,1,1,1,1
1205,17,F,6.670368571,3,7,9,3,0.116787362,Low,Average,7,2,0,4,4.61,1,2,2,2,1,0,0
1206,14,F,9.115768873,1,8,9,5,0.465135302,High,Average,9,0,2,1,4.16,0,2,2,0,0,2,2
1207,13,M,3.456201689,3,8,10,2,0.726576571,High,Average,3,1,2,5,2.63,1,1,0,2,0,2,1
1208,16,F,6.215073111,1,5,6,5,0.703344996,Low,Average,6,0,0,3,3.26,1,1,0,1,0,0,2
1209,14,M,0.387994547,2,9,10,3,0.299822545,Moderate,Poor,0,0,2,2,4.17,0,2,0,2,1,0,0
1210,13,M,1.867725282,0,8,2,2,0.27236585,Moderate,Excellent,2,1,1,1,2.09,1,1,1,2,1,1,2
1211,18,M,8.312458051,1,9,7,3,0.440226508,Moderate,Good,8,1,1,2,3.51,0,1,2,2,1,0,1
1212,15,F,7.667683563,2,7,10,1,0.188667083,Moderate,Poor,8,1,1,1,4.31,0,1,2,1,1,2,0
1213,17,F,3.506426915,2,9,8,3,0.974699013,Moderate,Good,4,2,2,3,3.83,1,2,1,0,1,1,1
1214,18,F,3.768106278,3,9,7,5,0.344917071,High,Poor,4,0,0,5,2.92,1,0,2,2,1,1,0
1215,13,F,5.335544336,1,7,8,1,0.922993274,Moderate,Average,5,0,2,3,3.34,1,0,0,0,1,2,2
1216,18,M,0.002410047,3,6,11,1,0.908264963,High,Poor,0,2,2,2,4.95,0,2,0,0,0,0,2
1217,15,F,2.41244336,1,10,8,4,0.364848988,Moderate,Poor,2,1,0,1,3.41,0,1,1,0,0,1,1
1218,13,F,2.082318086,3,8,10,5,0.254084632,Moderate,Average,2,2,0,2,4.14,1,1,0,2,1,2,2
1219,18,F,2.504829467,3,10,12,5,0.770835635,Low,Excellent,3,2,0,5,3.91,1,0,1,0,0,2,0
1220,17,M,8.059058425,1,9,9,2,0.229377848,Low,Average,8,2,1,3,3.81,1,2,0,2,1,2,2
1221,17,M,2.796738565,3,8,8,3,0.52124639,Low,Excellent,3,0,2,2,3.87,1,2,2,2,0,0,2
1222,14,F,1.915213221,3,5,2,3,0.110689374,High,Poor,2,2,0,2,2.82,1,1,0,2,1,0,2
1223,18,F,5.042634608,1,6,6,5,0.385932155,High,Poor,5,0,2,5,2.9,1,1,1,0,1,0,2
1224,16,F,8.656450364,2,10,8,3,0.078154924,Low,Good,9,0,1,1,2.87,1,1,2,2,0,0,2
1225,18,F,2.413497038,0,6,10,5,0.283439593,Low,Good,2,0,1,2,1.13,0,2,1,1,1,2,2
1226,13,M,0.785362428,3,5,6,1,0.665293738,Moderate,Poor,1,1,0,5,1.96,0,0,2,1,0,1,2
1227,13,F,3.564047358,1,8,12,3,0.991307157,High,Good,4,0,0,1,1.62,1,2,2,1,1,2,2
1228,18,F,7.476518246,0,8,5,3,0.254807597,Moderate,Excellent,7,0,2,1,4.55,1,2,0,2,0,1,1
1229,15,F,5.506905447,1,6,9,5,0.473321291,Moderate,Average,6,1,0,3,2.1,0,2,0,1,1,1,1
1230,17,M,8.167933696,2,6,6,5,0.448046115,Low,Poor,8,0,2,5,1.55,1,0,2,2,0,1,2
1231,13,M,9.595921476,3,7,7,2,0.184153634,Moderate,Poor,10,2,0,1,1.48,0,1,0,2,1,0,1
1232,17,F,7.926624768,3,4,10,3,0.610069036,Moderate,Good,8,2,2,3,3.8,0,1,0,2,0,2,2
1233,13,F,6.038030788,1,9,5,4,0.724704947,Low,Poor,6,0,2,4,1.02,1,2,1,0,0,1,2
1234,14,F,4.933415881,0,6,3,5,0.147219483,Low,Poor,5,1,2,5,2.89,0,2,0,1,0,2,2
1235,16,F,0.400690863,2,9,7,4,0.757124573,Moderate,Excellent,0,2,2,4,1.48,0,0,2,2,0,0,1
1236,13,F,9.843219788,2,9,7,1,0.700161636,Moderate,Excellent,10,1,1,1,4.4,1,0,0,1,1,1,0
1237,17,M,3.834811226,1,8,10,1,0.197342881,Moderate,Average,4,1,2,5,4.83,1,1,2,1,0,0,2
1238,14,M,1.522282139,1,6,12,4,0.648947625,High,Poor,2,2,0,3,4.84,0,2,2,0,1,0,2
1239,13,M,6.667088554,2,7,3,1,0.393671679,Moderate,Good,7,1,1,1,2.77,1,0,1,1,1,2,0
1240,15,F,2.842882891,1,7,8,4,0.681137752,Low,Average,3,2,1,5,3.58,0,0,2,2,1,1,1
1241,16,M,5.857782709,2,6,9,2,0.496096852,Moderate,Good,6,1,2,5,3.4,0,2,2,2,1,0,0
1242,13,M,5.867679078,2,9,12,2,0.048137675,High,Poor,6,2,1,4,2.4,0,2,1,1,1,2,2
1243,14,M,4.457298209,3,7,11,1,0.786966988,Moderate,Good,4,0,2,1,2.78,0,2,2,1,1,1,0
1244,15,F,8.361186155,2,9,9,4,0.555599925,High,Good,8,2,0,3,1.26,0,2,1,0,1,1,2
1245,18,F,2.649670616,1,5,7,4,0.724794623,High,Average,3,2,2,3,4.18,0,2,2,2,1,0,1
1246,14,M,4.486325916,3,5,4,4,0.126071775,Low,Poor,4,2,1,1,1.96,1,2,0,1,0,0,1
1247,14,F,5.376921286,2,10,6,1,0.721272473,Moderate,Average,5,2,0,1,2.84,1,0,1,1,0,0,1
1248,15,M,6.636247208,1,8,8,4,0.413666189,High,Poor,7,1,2,2,2.92,1,2,1,2,1,0,2
1249,14,M,7.839718505,2,7,9,5,0.799267044,Moderate,Excellent,8,0,0,4,3.24,1,1,2,1,0,1,1
1250,15,M,3.948072829,1,7,8,4,0.599165875,High,Average,4,2,0,1,4.27,0,2,1,0,0,0,0
1251,13,M,6.460469441,3,5,9,5,0.354902125,Low,Poor,6,1,1,1,3.77,0,1,2,1,1,0,1
1252,15,F,1.506109531,1,8,6,2,0.201916952,Low,Excellent,2,0,0,2,3.65,0,1,1,1,0,0,2
1253,15,F,9.326481005,2,5,9,5,0.815924169,Moderate,Excellent,9,0,1,2,3.11,0,1,1,0,0,1,0
1254,16,F,3.830588064,0,7,3,2,0.560192664,Moderate,Excellent,4,0,0,5,1.38,0,2,0,0,0,2,0
1255,15,F,7.29521422,1,7,4,1,0.987468073,Moderate,Average,7,0,2,3,2.61,1,2,2,0,1,2,0
1256,15,M,0.203410819,3,9,4,2,0.37348867,Moderate,Excellent,0,2,0,4,4.83,1,1,0,2,1,1,0
1257,18,F,2.051871429,2,7,11,2,0.685719222,Moderate,Poor,2,2,2,5,4.98,1,2,1,1,0,2,2
1258,13,M,4.870825443,0,5,3,4,0.622820872,High,Average,5,1,2,1,3.92,0,0,2,1,1,1,1
1259,16,F,8.782524677,1,7,10,3,0.637581709,Moderate,Good,9,1,0,2,1.91,0,0,0,0,1,0,0
1260,18,F,5.2725515,1,5,4,2,0.736979965,High,Excellent,5,1,2,3,1.41,1,0,1,2,0,2,1
1261,17,F,9.298704823,2,5,7,5,0.13910828,High,Average,9,0,0,5,2.66,0,0,0,0,0,1,1
1262,13,M,4.837968966,2,4,11,1,0.549644044,High,Good,5,0,0,3,4.43,0,2,1,1,0,1,1
1263,13,M,4.904490967,2,7,8,5,0.50912967,Moderate,Average,5,2,2,2,3.89,1,1,1,2,0,0,1
1264,17,M,1.197467885,2,5,4,1,0.342529789,Low,Excellent,1,0,2,5,4.54,0,2,2,2,1,1,2
1265,15,M,8.026562442,2,7,5,5,0.436150267,Low,Excellent,8,0,1,5,3.46,1,0,2,1,1,2,0
1266,18,F,2.469654125,1,10,11,2,0.518812077,Moderate,Good,2,0,2,3,1.52,1,2,2,2,1,0,0
1267,14,M,8.996124894,0,8,6,3,0.320922315,Moderate,Poor,9,1,1,2,1.46,1,2,1,2,1,1,1
1268,16,M,9.108242203,2,4,8,2,0.293158832,Moderate,Excellent,9,1,2,1,1.19,1,0,0,0,1,0,0
1269,14,F,9.433101119,3,5,7,4,0.738272575,High,Good,9,2,0,5,3.27,0,1,2,2,1,1,1
1270,17,F,5.202304891,2,8,6,5,0.066918143,Low,Excellent,5,0,2,1,1.97,0,2,2,0,1,2,2
1271,13,M,6.770937848,2,9,4,3,0.312963079,Low,Poor,7,0,0,2,3.94,0,2,2,2,1,2,0
1272,13,F,7.785158801,2,4,9,5,0.653711146,Low,Good,8,2,0,5,3.74,1,0,2,0,1,0,1
1273,16,M,1.310146187,3,9,9,4,0.208772968,Low,Poor,1,0,0,5,2.27,0,1,1,0,0,1,0
1274,13,F,6.00957195,1,7,5,4,0.572272635,High,Excellent,6,0,1,1,1.71,1,0,0,2,1,0,1
1275,13,M,0.342979013,1,7,10,4,0.302164142,Moderate,Good,0,1,2,4,1.41,0,0,1,0,1,0,0
1276,16,M,4.975660834,3,10,11,2,0.843301273,High,Average,5,2,0,1,3.95,0,2,1,1,1,2,2
1277,18,M,1.548426816,3,8,11,2,0.349989332,Moderate,Poor,2,2,0,1,2.8,1,1,1,1,0,0,0
1278,18,M,1.82922926,1,9,4,3,0.229516562,Moderate,Excellent,2,2,1,4,2.29,0,0,2,2,0,1,2
1279,16,M,3.650475667,1,6,5,4,0.530103777,Low,Excellent,4,2,2,2,4.43,1,2,0,2,1,2,2
1280,17,F,4.324371667,1,7,11,2,0.135660513,Low,Poor,4,1,2,2,3.37,1,0,1,2,1,1,1
1281,13,M,6.231724245,0,8,4,1,0.797483967,Moderate,Good,6,1,1,5,3.07,0,2,1,1,0,0,1
1282,13,M,0.744284184,3,6,2,1,0.680028251,Moderate,Average,1,0,1,3,3.97,0,1,1,2,1,2,0
1283,17,M,5.036917612,1,7,11,2,0.770508905,Low,Excellent,5,0,2,3,4.26,0,0,2,2,0,1,2
1284,18,M,1.826251303,3,5,5,3,0.3988782,Low,Poor,2,0,1,5,3.74,0,1,2,0,1,1,1
1285,15,M,5.73975175,1,5,6,5,0.835003414,Low,Poor,6,0,2,3,2.76,1,1,1,2,0,0,2
1286,15,F,6.374046123,2,6,6,4,0.493548131,Low,Average,6,1,2,1,2.52,1,2,2,1,0,1,2
1287,15,F,5.567092566,0,8,10,2,0.094699035,Low,Average,6,2,0,1,4.09,0,0,0,1,1,0,2
1288,18,M,7.382955105,2,9,5,3,0.224029249,High,Excellent,7,1,0,4,3.07,0,0,2,2,0,0,0
1289,18,F,3.356092442,2,7,11,5,0.711052802,High,Average,3,0,2,4,3.82,0,2,1,1,0,0,2
1290,17,M,7.651065916,2,8,8,3,0.896422299,High,Poor,8,1,2,5,4.56,1,2,0,0,0,0,2
1291,13,F,4.327670817,0,5,7,5,0.095185592,Low,Good,4,2,2,5,4.66,0,1,2,0,1,2,0
1292,17,F,4.841844983,1,9,5,1,0.864214791,Moderate,Good,5,2,2,5,2.11,1,0,1,2,1,1,0
1293,17,M,6.481021273,0,7,4,5,0.799069829,Moderate,Poor,6,1,2,1,1.75,0,0,0,2,0,1,1
1294,18,F,0.18358384,1,9,8,1,0.35656106,Low,Poor,0,1,2,3,2.05,0,2,0,0,0,2,2
1295,15,F,6.539942214,2,9,6,4,0.689276804,High,Poor,7,1,1,5,4.01,1,2,0,0,1,0,2
1296,14,M,6.185851491,2,6,11,2,0.186951344,Moderate,Excellent,6,0,2,5,2.48,1,2,2,2,1,0,0
1297,13,M,3.098471168,2,7,7,1,0.8133933,Low,Poor,3,1,1,1,1.69,0,0,0,1,1,0,0
1298,18,F,0.857942849,2,10,7,3,0.657339022,High,Average,1,1,1,1,1.39,1,0,2,2,0,0,1
1299,15,F,0.909354499,1,5,6,5,0.438829379,High,Poor,1,1,2,1,2.31,1,1,1,2,1,2,0
1300,14,F,9.23223747,1,8,10,3,0.864517316,High,Poor,9,2,2,3,1.54,0,2,2,2,1,1,0
